htid,recordid,locnum,author,datetype,startdate,enddate,textdate,subjects,genres,title
njp.32101074434612,002707621,"CS434.B7 v.2,5, 6,14",<blank>,m,1889,1896,1889-1896,Great Britain;Probate law and practice,NotFiction,A calendar of chancery proceedings
hvd.hwsia3,009720651,<blank>,"Nugent, Thomas,",s,1829,    ,1829,French;Dictionaries;English;English language;French language,NotFiction;Dictionary,A new pocket dictionary of the French and English languages
mdp.39015005276921,001222531,QB21.A66,"Aratus,",s,1880,    ,1880,"Astronomy, Greek;Folklore;Weather",NotFiction,The skies and Weather-forecasts of Aratus;
mdp.39015047734895,001168293,Z1242.W81,<blank>,s,1887,    ,1887,"Civil War, 1861-1865;History;United States;Slavery;Bibliography",Bibliographies;NotFiction;Catalog,Catalogue of books on the war of the rebellion
mdp.39015038912021,000567762,E457.5.T83,<blank>,s,1865,    ,1865,"1809-1865;Assassination;Lincoln, Abraham",ContainsBiogMaterial;NotFiction,"The trial of the assassins and conspirators at Washington city, D.C., May and June, 1865"
mdp.39015061231042,001494207,QK180.M85,"Morgan, Andrew Price",s,1878,    ,1878,Ohio;Miami River Valley;Botany,NotFiction,"Flora of the Miami Valley, Ohio"
nyp.33433006977783,008592061,E505.2.I295,<blank>,s,1886,    ,1886,"History;Regimental histories;Militia;Illinois;Civil War, 1861-1865;United States",NotFiction,Report of the adjutant general of the state of Illinois
mdp.39015065967831,005398721,<blank>,"Mosen, Julius",s,1863,    ,1863,<blank>,UnknownGenre,Saemmtliche Werke
njp.32101075446581,010362902,ND1170.G4,<blank>,s,1827,    ,1827,Painting,NotFiction,Gems of ancient art
nyp.33433082177753,008674638,<blank>,"Elwes, Alfred,",s,1854,    ,1854,Spanish;Dictionaries;English;Spanish language;English language,NotFiction;Dictionary,A dictionary of the Spanish and English and English and Spanish languages
uc1.$b465043,009051719,<blank>,"Lucas, Newton Ivory",m,1854,1868,1854-1868,German;Dictionaries;English;English language;German language,NotFiction;Dictionary,Dictionary of the English and German and German and English languages
mdp.39015023903548,001766034,<blank>,<blank>,s,1829,    ,1829,<blank>,UnknownGenre,A catalogue of the books belonging to the library of the New York hospital;
nyp.33433000403000,008588507,<blank>,"Campbell, Donald,",s,1796,    ,1796,India;Early works to 1800;Description and travel;Voyages and travels;Shipwrecks;1782;1700-1800,NotFiction,"A narrative of the extraordinary adventures, and sufferings by shipwreck & imprisonment, of Donald Campbell"
hvd.hwsiep,009708590,<blank>,"Johnson, Samuel,",s,1806,    ,1806,<blank>,NotFiction,"Dictionary of the English language, in miniature"
hvd.32044106523459,009730999,J11.G5,<blank>,s,1834,    ,1834-1873,United States;Politics and government,NotFiction,The Congressional globe
mdp.39015005838852,001497492,QK607.C751,"Cooke, M. C.",m,1881,1891,1881-1891,Fungi;Great Britain,NotFiction,"Illustrations of British fungi (Hymenomycetes) to serve as an atlas to the ""Handbook of British fungi."""
uc1.b3579409,006678483,PR5056.A5 1853,"Moore, Thomas,",m,1853,    ,1853-1856,"1779-1852;Moore, Thomas",Fiction,"Memoirs, journal, and correspondence of Thomas Moore"
njp.32101074871821,007705390,<blank>,<blank>, ,1897,    ,1897,Biography;Atlases;Encyclopedias and dictionaries;Dictionaries;English language,Handbooks;NotFiction;Encyclopedia;Dictionary,The Century dictionary and cyclopedia;
uc1.b4107448,006156806,<blank>,"Boswell, James,",s,1876,    ,1876,"1709-1784;Johnson, Samuel",NotFiction,The life of Johnson ;
pst.000019151595,007026491,NB623.C3R3,"Cellini, Benvenuto,",s,1823,    ,1823,"1500-1571;Cellini, Benvenuto",NotFiction,Memoirs of Benvenuto Cellini
nyp.33433082390059,008639465,PT2370.J7Z27 1844,"Jung-Stilling, Johann Heinrich,",s,1844,    ,1844,"Jung-Stilling, Johann Heinrich;1740-1817",NotFiction,The autobiography of Heinrich Stilling
mdp.39015063545464,001933576,<blank>,"Endicott, Myles.",s,1898,    ,1898,History of Biblical events;Bible,UnknownGenre,Stories of the Bible;
pst.000025569797,009429122,<blank>,<blank>,s,1883,    ,1883,Pennsylvania;State Penitentiary for the Western District of Pennsylvania;Psychiatric hospitals;Pittsburgh;Western Pennsylvania Hospital,NotFiction,Report of the Committee of the General Assembly appointed to investigate the charges against Dixmont Insane Asylum and the affairs of the Western Penitentiary
hvd.32044106523467,009730999,J11.G5,<blank>,s,1834,    ,1834-1873,United States;Politics and government,NotFiction,The Congressional globe
nyp.33433081968475,008675171,<blank>,"Ash, John,",s,1795,    ,1795,Dictionaries;Grammar;English language,NotFiction,The new and complete dictionary of the English language
umn.31951002168532h,011225602,PK1986.C78,"Craven, Thomas,",s,1881,    ,1881,Dictionaries;Hindustani language;English;English language;Hindustani,NotFiction;Dictionary,The popular dictionary in English and Hindustani and Hindustani and English
uc1.b29333,000247531,Z325.P25,"Paul, C. Kegan",s,1899,    ,1899,<blank>,Bibliographies;Fiction,Memories
uc1.b3667202,006698862,QB755.W34,"Ward, Henry A.",s,1900,    ,1900,Meteorites,NotFiction;Catalog,The Ward=Coonley collection of meteorites
mdp.39015018386402,001516973,SK87.B7 1859 (Rare Bk Coll),"Browning, Meshach,",s,1859,    ,1859,Hunting;Allegheny Mountains,NotFiction,Forty-four years of the life of a hunter;
nnc1.1002377543,006146871,<blank>,"Worcester, Joseph E.",c,1858,1850,1858,<blank>,NotFiction,"A comprehensive pronouncing and explanatory dictionary of the English language, with vocabularies of classical, scripture, and modern geographical names"
hvd.hxg7uc,009708972,<blank>,"Johnson, Samuel,",s,1792,    ,1792,<blank>,Fiction,The rambler
uc1.b3401866,006288470,PL539.D4,"De Becker, J. E.",s,1897,    ,1897,"Glossaries, vocabularies, etc;Conversation and phrase books;English language;Japanese language;Japanese",NotFiction,Japanese self-taught
wu.89096296165,005944981,<blank>,"Caroline,",s,1820,    ,1820,"Bergami, Bartolommeo;Barone della Francina;d. 1841",ContainsBiogMaterial;NotFiction,A full report of the trial of Her Majesty Caroline Amelia Elizabeth
mdp.39015025128102,000452138,E506.2.I39,<blank>,m,1865,1869,1865-1869,"Civil War, 1861-1865;History;Indiana;Militia",NotFiction,Report of the adjutant general of the state of Indiana
mdp.39015074926083,000405079,F234.M9M85,<blank>,s,1896,    ,1896,Mount Vernon (Va. : Estate),NotFiction,Report ... 1858-95
nyp.33433082361340,008639676,PQ2005.M4E4,"Marmontel, Jean-François,",s,1807,    ,1807,"History;France;Louis XV, 1715-1774;Court and courtiers",ContainsBiogMaterial;NotFiction,"Memoirs of Marmontel, written by himself"
hvd.32044103136677,009730999,J11.G5,<blank>,s,1834,    ,1834-1873,United States;Politics and government,NotFiction,The Congressional globe
njp.32101018176915,005831428,CS435.S4,"Crisp, Frederick Arthur,",m,1887,1890,1887-1890,Wills;England;Somerset,NotFiction,"Abstracts of Somersetshire wills, etc"
nyp.33433082392188,007649781,LA2317.T48A3,"Tevis, Julia A.", ,1878,    ,1878,<blank>,NotFiction,Sixty years in a school-room
nyp.33433082179296,008585948,<blank>,"Baretti, Giuseppe Marco Antonio,",s,1778,    ,1778,Italian;Dictionaries;English;Italian language;English language,NotFiction,A dictionary of the English and Italian languages
mdp.39015066305247,001771016,<blank>,<blank>,m,1881,1889,1881-1889,<blank>,UnknownGenre,The Encyclopaedic dictionary
njp.32101075396398,009026450,<blank>,"Willis, Oliver R.",s,1874,    ,1874,New Jersey;Botany,NotFiction,"Catalogue of plants growing without cultivation in the state of New Jersey, with a specific description of all the species of violet found therein ... to which is added a directory of living botanists of North America and the West Indies"
mdp.39015034735780,001179931,Z7845.H8H9,<blank>,s,1892,    ,1892,Huguenots;Bibliography,Bibliographies;NotFiction,A rough hand-list of the library of the Huguenot society of London
njp.32101057611889,008904435,E632.P55,<blank>,s,1864,    ,1864,"Civil War, 1861-1865;History;United States Sanitary Commission;United States;Civilian relief",NotFiction,"List of the committees of the Great central fair for the U.S. sanitary commission. Held in Philadelphia, June, 1864"
hvd.32044058203175,009722257,<blank>,"Worcester, Joseph E.",s,1830,    ,1830,<blank>,NotFiction,A comprehensive pronouncing and explanatory dictionary
njp.32101054956865,008689024,<blank>,"Spofford, Ainsworth Rand,",s,1894,    ,1894,"Collections;Literature;Gibbon, Charles;1843-1890;joint ed",Fiction,The library of choice literature and encyclopedia of universal authorship
uc1.$b751738,007693325,DA507.1807.U8,<blank>,s,1807,    ,1807,"History;Pamphlets;Great Britain;George III, 1760-1820",Fiction,The uti possidetis and status quo;
nyp.33433070304740,008644359,<blank>,"Borrow, George Henry,",s,1843,    ,1843,Spain;Description and travel,NotFiction,The Bible in Spain
mdp.39015024204847,000966502,PK2357.B3,"Ballantyne, James Robert,",s,1839,    ,1839,Marathi language;Grammar,NotFiction,A grammar of the Mahratta language
nnc1.cu50488244,008423312,QB65.P8 1867,"Proctor, Richard A.",s,1867,    ,1867,Atlases;Stars,NotFiction,The constellation-seasons;
nyp.33433069122368,001165781,Z881.N67 1812,<blank>,s,1813,    ,1813,<blank>,NotFiction;Catalog,A catalogue of the books belonging to the New-York society library;
mdp.39015072156113,000006330,R154.J37C6,"Clark, James Bayard,",|,1917,||||,1917,"Janeway, Edward Gamaliel;1841-1911",UnknownGenre,Some personal recollections of Dr. Janeway
nyp.33433082377213,000006330,R154.J37C6,"Clark, James Bayard,",|,1917,||||,1917,"Janeway, Edward Gamaliel;1841-1911",UnknownGenre,Some personal recollections of Dr. Janeway
mdp.39015024292123,000012167,PL5125.S481,"Shellabear, William Girdlestone,",|,1916,||||,1916,Malay;Dictionaries;English language,UnknownGenre,An English-Malay dictionary
miun.aab3248.0001.001,000012167,PL5125.S481,"Shellabear, William Girdlestone,",|,1916,||||,1916,Malay;Dictionaries;English language,UnknownGenre,An English-Malay dictionary
njp.32101063892572,000030231,Z996.M2C2,"Carver, Clifford N.",s,1914,    ,1914,"Macdonald, Arthur N;Bookplates, American",NotFiction,Check-list of book plates engraved on copper by Arthur N. Macdonald
mdp.39015058579478,000116103,<blank>,"Fenby, Thomas.",s,1905,    ,1905,Synonyms and antonyms;English language,NotFiction;Dictionary,Dictionary of English synonyms alphabetically classified
mdp.39015002345695,000124036,SK601.W59,"White, Stewart Edward,",s,1903,    ,1903,<blank>,NotFiction,The forest
mdp.39015031049524,000159477,QB86.W2,<blank>,s,1900,    ,1900,Astronomical instruments,NotFiction,A few astronomical instruments
mdp.39015070528529,000160383,<blank>,"FitzGerald, Edward,",m,1902,1903,1902-1903,<blank>,Bibliographies;NotFiction,"The variorum and definitive edition of the poetical and prose writings of Edward FitzGerald, including a complete bibliography and interesting personal and literary notes;"
mdp.39015053233733,000287167,<blank>,"Harbottle, Thomas Benfield,",m,1908,1909,1908-1909,"Quotations, Italian;Quotations, French",NotFiction;Dictionary,Dictionary of quotations (French)
mdp.39015019197436,000335566,<blank>,"Steele, Matthew Forney,",s,1909,    ,1909,"Civil War, 1861-1865;History;United States;History, Military;Campaigns",NotFiction,American campaigns
njp.32101066450220,000353923,ND1928.H65,"Holme, C. Geoffrey",s,1921,    ,1921,History;Great Britain;Watercolor painting,NotFiction,"British water-colour painting of to-day, 1921;"
mdp.39015000990070,000355148,QA501.H43,"Higbee, Frederick Goodson,",s,1921,    ,1921,"Geometry, Descriptive;Problems, exercises, etc",NotFiction,The essentials of descriptive geometry
yale.39002044873652,000363964,N7348.B7,<blank>,s,1922,    ,1922,"Artists;Art, Chinese;Bibliography;China",Bibliographies;NotFiction;Indexes,An index of Chinese artists represented in the Sub-department of Oriental prints and drawings in the British museum
wu.89056198120,000364552,N7352.N3,"Nakamura, Ichisaburo.",s,1915,    ,1915,Catalogs;Painting;Sculpture;Japan,NotFiction;Catalog,Catalogue of the national treasures of paintings and sculptures in Japan
mdp.39015013242824,000368699,ND237.H345P6,"Hassam, Childe,",s,1922,    ,1922,<blank>,Bibliographies;NotFiction,Childe Hassam
mdp.39015009215123,000371289,DC137.5.B6A24,"Biron, Armand-Louis de Gontaut,",s,1912,    ,1912,"History;France;Court and courtiers;IsBiographical;Louis XVI, 1774-1793",Biography;NotFiction,"Memoirs of the Duc de Lauzun (Armand Louis de Gontaut, duc de Biron) 1747-1783"
uc1.$b765206,000371289,DC137.5.B6A24,"Biron, Armand-Louis de Gontaut,",s,1912,    ,1912,"History;France;Court and courtiers;IsBiographical;Louis XVI, 1774-1793",Biography;NotFiction,"Memoirs of the Duc de Lauzun (Armand Louis de Gontaut, duc de Biron) 1747-1783"
yale.39002088543757,000375309,ND2240.C6,"Cox, David,",s,1922,    ,1922,Landscape painting;Watercolor painting,NotFiction,A treatise on landscape painting in water colours
uc1.b3470482,000376640,<blank>,"Cipriani, Lisi Cecilia.",s,1907,    ,1907,<blank>,NotFiction,A Tuscan childhood
mdp.39015014495702,000401098,<blank>,"Motteville, [Françoise Bertaut] de,",s,1902,    ,1902,"IsBiographical;Queen, consort of Louis XIII, King of France;Anne;France;1601-1666;Court and courtiers",NotFiction;Autobiography,Memoirs of Madame de Motteville on Anne of Austria and her court
mdp.39015015257242,000404938,N7598.D86,Duveen brothers.,s,1914,    ,1914,"Exhibitions;Portraits, British",NotFiction;Catalog,Catalogue of the special loan exhibition of old masters of the British school
wu.89057258287,000404938,N7598.D86,Duveen brothers.,s,1914,    ,1914,"Exhibitions;Portraits, British",NotFiction;Catalog,Catalogue of the special loan exhibition of old masters of the British school
yale.39002088543278,000404938,N7598.D86,Duveen brothers.,s,1914,    ,1914,"Exhibitions;Portraits, British",NotFiction;Catalog,Catalogue of the special loan exhibition of old masters of the British school
mdp.39015080304572,000408250,<blank>,<blank>,s,1920,    ,1920,<blank>,NotFiction;Catalog,"[A catalogue of the paintings, tapestries, and bronzes contained in the Bachstitz gallery]"
mdp.39015011946681,000442383,D509.G7H3,"Haig-Brown, Alan Roderick.",s,1915,    ,1915,"World War, 1914-1918;Army;Great Britain;Registers;Officers training corps",NotFiction,The O.T.C. and the great war
mdp.39015035118192,000479138,Z1009.P54,"Thomson, John,",s,1901,    ,1901,"Herrick, Robert;1591-1674",NotFiction;Indexes,Indexes to the first lines and to the subjects of the poems of Robert Herrick
mdp.39015014436383,000485988,D544.Y73,"French, John Denton Pinkstone,",s,1917,    ,1917,"Campaigns;Western front;World War, 1914-1918",NotFiction,The despatches of Lord French
mdp.39015006578283,000576419,ND3363.B65,<blank>,s,1911,    ,1911,"(George Frederic);Sir;Warner, George F;Illumination of books and manuscripts;1845-1936;Specimens;Books of hours",NotFiction,Miniatures and borders from a Flemish Horae
mdp.39015059450810,000585320,E178.H19,"Halsey, Francis W.",s,1912,    ,1912,History;United States,NotFiction,Great epochs in American history
mdp.39015063610516,000604497,<blank>,"Des Écherolles, Alexandrine Etiennette Marie Charlotte.",s,1904,    ,1904,"Revolution, 1789-1799;History;France;IsBiographical",NotFiction;Autobiography,Memoirs of Mlle. des Écherolles
uc1.b3811735,000604497,<blank>,"Des Écherolles, Alexandrine Etiennette Marie Charlotte.",s,1904,    ,1904,"Revolution, 1789-1799;History;France;IsBiographical",NotFiction;Autobiography,Memoirs of Mlle. des Écherolles
mdp.39015065499165,000605934,<blank>,"Constant, Louis Constant Wairy,",s,1907,    ,1907,Emperor of the French;Napoleon;1769-1821;IsBiographical;I,Biography;NotFiction,"Memoirs of Constant, first valet de chambre of the emperor, on the private life of Napoleon, his family and his court;"
mdp.39015065499306,000605934,<blank>,"Constant, Louis Constant Wairy,",s,1907,    ,1907,Emperor of the French;Napoleon;1769-1821;IsBiographical;I,Biography;NotFiction,"Memoirs of Constant, first valet de chambre of the emperor, on the private life of Napoleon, his family and his court;"
